"Season","Round","Date","Local.start.time","Venue","Attendance","First.name","Surname","ID","Jumper.No.","Playing.for","Kicks","Marks","Handballs","Disposals","Goals","Behinds","Hit.Outs","Tackles","Rebounds","Inside.50s","Clearances","Clangers","Frees.For","Frees.Against","Brownlow.Votes","Contested.Possessions","Uncontested.Possessions","Contested.Marks","Marks.Inside.50","One.Percenters","Bounces","Goal.Assists","Time.on.Ground","Substitute","Umpire.1","Umpire.2","Umpire.3","Umpire.4","Home.team","HQ1G","HQ1B","HQ2G","HQ2B","HQ3G","HQ3B","HQ4G","HQ4B","HQETG","HQETB","Home.score","Away.team","AQ1G","AQ1B","AQ2G","AQ2B","AQ3G","AQ3B","AQ4G","AQ4B","AQETG","AQETB","Away.score","HQ1P","HQ2P","HQ3P","HQ4P","HQETP","AQ1P","AQ2P","AQ3P","AQ4P","AQETP","Player","Team","url","Age","Career.Games","Coach","DOB","Home.Away"
2026,"5",2026-04-03,1515,"Docklands",45919,"Mitch","McGovern",12404,"11","Carlton",6,2,2,8,2,0,0,6,0,2,0,2,4,1,NA,5,3,0,1,0,0,1,77,NA,"Leigh Fisher"," Justin Power"," Curtis Deboy"," Cameron Dore","North Melbourne",3,3,5,7,7,9,14,12,NA,NA,96,"Carlton",3,4,6,4,11,7,13,8,NA,NA,86,21,37,51,96,NA,22,40,73,86,NA,"Mitch McGovern","Carlton","https://afltables.com/afl/stats/players/M/Mitch_McGovern.html",31.476386036961,149,"Voss, Michael","11-Oct-1994","Away"
2026,"5",2026-04-03,1515,"Docklands",45919,"Harry","McKay",12566,"10","Carlton",10,6,2,12,2,2,0,1,2,3,0,0,1,0,NA,5,7,1,3,1,0,0,95,NA,"Leigh Fisher"," Justin Power"," Curtis Deboy"," Cameron Dore","North Melbourne",3,3,5,7,7,9,14,12,NA,NA,96,"Carlton",3,4,6,4,11,7,13,8,NA,NA,86,21,37,51,96,NA,22,40,73,86,NA,"Harry McKay","Carlton","https://afltables.com/afl/stats/players/H/Harry_McKay.html",28.2737850787132,144,"Voss, Michael","24-Dec-1997","Away"
2026,"5",2026-04-03,1515,"Docklands",45919,"Nic","Newman",12508,"24","Carlton",17,9,2,19,1,0,0,1,3,2,0,0,0,0,NA,1,14,1,1,2,0,0,78,NA,"Leigh Fisher"," Justin Power"," Curtis Deboy"," Cameron Dore","North Melbourne",3,3,5,7,7,9,14,12,NA,NA,96,"Carlton",3,4,6,4,11,7,13,8,NA,NA,86,21,37,51,96,NA,22,40,73,86,NA,"Nic Newman","Carlton","https://afltables.com/afl/stats/players/N/Nic_Newman.html",33.2135523613963,135,"Voss, Michael","15-Jan-1993","Away"
2026,"5",2026-04-03,1515,"Docklands",45919,"Marc","Pittonet",12417,"27","Carlton",5,1,6,11,2,0,39,1,1,0,4,3,3,1,NA,11,1,1,0,2,0,0,76,NA,"Leigh Fisher"," Justin Power"," Curtis Deboy"," Cameron Dore","North Melbourne",3,3,5,7,7,9,14,12,NA,NA,96,"Carlton",3,4,6,4,11,7,13,8,NA,NA,86,21,37,51,96,NA,22,40,73,86,NA,"Marc Pittonet","Carlton","https://afltables.com/afl/stats/players/M/Marc_Pittonet.html",29.8323066392882,84,"Voss, Michael","3-Jun-1996","Away"
2026,"5",2026-04-03,1515,"Docklands",45919,"Jagga","Smith",13274,"7","Carlton",7,3,10,17,1,0,0,1,1,2,3,4,3,2,NA,10,11,1,0,1,0,0,81,NA,"Leigh Fisher"," Justin Power"," Curtis Deboy"," Cameron Dore","North Melbourne",3,3,5,7,7,9,14,12,NA,NA,96,"Carlton",3,4,6,4,11,7,13,8,NA,NA,86,21,37,51,96,NA,22,40,73,86,NA,"Jagga Smith","Carlton","https://afltables.com/afl/stats/players/J/Jagga_Smith.html",20.1779603011636,4,"Voss, Michael","28-Jan-2006","Away"
2026,"5",2026-04-03,1515,"Docklands",45919,"Sam","Walsh",12684,"18","Carlton",10,3,9,19,1,0,0,5,1,5,4,2,1,2,NA,9,9,0,0,1,1,0,77,NA,"Leigh Fisher"," Justin Power"," Curtis Deboy"," Cameron Dore","North Melbourne",3,3,5,7,7,9,14,12,NA,NA,96,"Carlton",3,4,6,4,11,7,13,8,NA,NA,86,21,37,51,96,NA,22,40,73,86,NA,"Sam Walsh","Carlton","https://afltables.com/afl/stats/players/S/Sam_Walsh.html",25.7529089664613,137,"Voss, Michael","2-Jul-2000","Away"
2026,"5",2026-04-03,1515,"Docklands",45919,"Jacob","Weitering",12402,"23","Carlton",7,7,3,10,0,0,0,0,3,0,0,3,0,1,NA,2,8,0,0,7,0,0,67,NA,"Leigh Fisher"," Justin Power"," Curtis Deboy"," Cameron Dore","North Melbourne",3,3,5,7,7,9,14,12,NA,NA,96,"Carlton",3,4,6,4,11,7,13,8,NA,NA,86,21,37,51,96,NA,22,40,73,86,NA,"Jacob Weitering","Carlton","https://afltables.com/afl/stats/players/J/Jacob_Weitering.html",28.3586584531143,208,"Voss, Michael","23-Nov-1997","Away"
2026,"5",2026-04-03,1515,"Docklands",45919,"Lewis","Young",12559,"33","Carlton",4,3,3,7,0,0,1,1,0,2,1,2,1,1,NA,3,5,0,0,6,0,0,78,NA,"Leigh Fisher"," Justin Power"," Curtis Deboy"," Cameron Dore","North Melbourne",3,3,5,7,7,9,14,12,NA,NA,96,"Carlton",3,4,6,4,11,7,13,8,NA,NA,86,21,37,51,96,NA,22,40,73,86,NA,"Lewis Young","Carlton","https://afltables.com/afl/stats/players/L/Lewis_Young.html",27.2847364818617,84,"Voss, Michael","20-Dec-1998","Away"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Sam","Berry",12849,"3","Adelaide",6,0,15,21,1,0,0,5,3,1,4,3,0,0,NA,10,11,0,0,0,0,0,67,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Sam Berry","Adelaide","https://afltables.com/afl/stats/players/S/Sam_Berry.html",24.1368925393566,80,"Nicks, Matthew","12-Feb-2002","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Hugh","Bond",13165,"21","Adelaide",5,2,2,7,0,1,0,2,1,0,1,2,0,0,NA,2,5,0,1,0,0,0,87,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Hugh Bond","Adelaide","https://afltables.com/afl/stats/players/H/Hugh_Bond.html",21.5201916495551,15,"Nicks, Matthew","25-Sep-2004","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"James","Borlase",13086,"35","Adelaide",3,3,1,4,0,1,0,1,0,0,0,1,0,0,NA,2,2,2,0,15,0,0,90,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"James Borlase","Adelaide","https://afltables.com/afl/stats/players/J/James_Borlase.html",23.7091033538672,17,"Nicks, Matthew","18-Jul-2002","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Brayden","Cook",12932,"15","Adelaide",10,4,0,10,1,0,0,2,2,1,0,1,0,0,NA,3,7,0,1,2,0,1,80,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Brayden Cook","Adelaide","https://afltables.com/afl/stats/players/B/Brayden_Cook.html",23.7091033538672,34,"Nicks, Matthew","18-Jul-2002","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Jordan","Dawson",12516,"12","Adelaide",12,3,11,23,2,0,0,6,2,4,2,4,3,2,NA,12,11,1,1,1,0,0,85,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Jordan Dawson","Adelaide","https://afltables.com/afl/stats/players/J/Jordan_Dawson.html",28.9828884325804,159,"Nicks, Matthew","9-Apr-1997","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Chayce","Jones",12691,"1","Adelaide",3,1,1,4,0,0,0,2,1,1,0,0,1,0,NA,2,2,0,0,0,0,0,89,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Chayce Jones","Adelaide","https://afltables.com/afl/stats/players/C/Chayce_Jones.html",26.2162902121834,100,"Nicks, Matthew","14-Jan-2000","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Ben","Keays",12434,"2","Adelaide",8,1,7,15,0,1,0,4,0,2,3,3,1,1,NA,7,6,0,1,1,0,0,83,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Ben Keays","Adelaide","https://afltables.com/afl/stats/players/B/Ben_Keays.html",29.1067761806982,165,"Nicks, Matthew","23-Feb-1997","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Finnbar","Maley",13219,"36","Adelaide",4,4,5,9,1,0,0,4,1,1,0,2,1,0,NA,4,5,2,3,4,0,2,80,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Finnbar Maley","Adelaide","https://afltables.com/afl/stats/players/F/Finnbar_Maley.html",22.7091033538672,9,"Nicks, Matthew","18-Jul-2003","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Lachlan","McAndrew",13065,"42","Adelaide",5,3,3,8,0,0,31,13,0,0,3,1,0,0,NA,5,3,2,0,5,0,0,65,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Lachlan McAndrew","Adelaide","https://afltables.com/afl/stats/players/L/Lachlan_McAndrew.html",25.8542094455852,6,"Nicks, Matthew","26-May-2000","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Max","Michalanney",13027,"16","Adelaide",6,5,6,12,0,0,0,3,2,2,0,0,1,0,NA,5,6,1,0,2,0,0,72,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Max Michalanney","Adelaide","https://afltables.com/afl/stats/players/M/Max_Michalanney.html",22.0985626283368,70,"Nicks, Matthew","26-Feb-2004","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Wayne","Milera",12405,"30","Adelaide",16,7,11,27,0,0,0,3,6,3,1,3,1,2,NA,6,18,1,0,4,2,0,81,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Wayne Milera","Adelaide","https://afltables.com/afl/stats/players/W/Wayne_Milera.html",28.5503080082136,127,"Nicks, Matthew","14-Sep-1997","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Nick","Murray",12872,"9","Adelaide",6,1,3,9,0,0,0,3,8,1,0,3,1,2,NA,2,4,0,0,6,0,0,88,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Nick Murray","Adelaide","https://afltables.com/afl/stats/players/N/Nick_Murray.html",25.290212183436,71,"Nicks, Matthew","18-Dec-2000","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Alex","Neal-Bullen",12367,"28","Adelaide",9,2,10,19,1,1,0,2,1,4,2,3,1,1,NA,10,8,1,1,0,0,1,87,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Alex Neal-Bullen","Adelaide","https://afltables.com/afl/stats/players/A/Alex_Neal-Bullen.html",30.2299794661191,205,"Nicks, Matthew","9-Jan-1996","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Reilly","OBrien",12473,"43","Adelaide",2,1,1,3,0,0,15,1,0,0,2,2,1,0,NA,2,1,0,0,2,0,0,35,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Reilly OBrien","Adelaide","https://afltables.com/afl/stats/players/R/Reilly_OBrien.html",30.6187542778919,147,"Nicks, Matthew","20-Aug-1995","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"James","Peatling",12934,"25","Adelaide",20,1,6,26,1,0,0,5,3,6,8,5,3,1,NA,15,12,1,0,1,0,1,71,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"James Peatling","Adelaide","https://afltables.com/afl/stats/players/J/James_Peatling.html",25.6160164271047,72,"Nicks, Matthew","21-Aug-2000","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Luke","Pedlar",12921,"10","Adelaide",4,2,4,8,0,0,0,4,1,1,1,4,1,1,NA,4,4,0,0,0,0,0,69,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Luke Pedlar","Adelaide","https://afltables.com/afl/stats/players/L/Luke_Pedlar.html",23.8788501026694,43,"Nicks, Matthew","17-May-2002","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Josh","Rachele",12953,"8","Adelaide",13,5,6,19,1,0,0,4,1,5,5,1,0,0,NA,10,9,0,1,0,0,0,82,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Josh Rachele","Adelaide","https://afltables.com/afl/stats/players/J/Josh_Rachele.html",22.9774127310062,74,"Nicks, Matthew","11-Apr-2003","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Izak","Rankine",12798,"23","Adelaide",9,3,5,14,0,3,0,4,1,5,0,3,1,1,NA,5,8,0,1,0,4,0,75,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Izak Rankine","Adelaide","https://afltables.com/afl/stats/players/I/Izak_Rankine.html",25.9445585215606,108,"Nicks, Matthew","23-Apr-2000","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Jake","Soligo",12952,"14","Adelaide",5,1,7,12,0,1,0,3,1,3,2,0,1,0,NA,4,7,0,1,1,0,2,75,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Jake Soligo","Adelaide","https://afltables.com/afl/stats/players/J/Jake_Soligo.html",23.186173853525,89,"Nicks, Matthew","25-Jan-2003","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Zac","Taylor",13159,"19","Adelaide",6,3,3,9,1,0,0,2,1,2,0,1,0,1,NA,3,7,0,0,3,0,0,76,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Zac Taylor","Adelaide","https://afltables.com/afl/stats/players/Z/Zac_Taylor.html",23.1697467488022,28,"Nicks, Matthew","31-Jan-2003","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Riley","Thilthorpe",12892,"7","Adelaide",10,3,5,15,1,0,0,4,0,3,4,1,3,0,NA,9,7,0,2,0,0,3,82,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Riley Thilthorpe","Adelaide","https://afltables.com/afl/stats/players/R/Riley_Thilthorpe.html",23.7392197125257,82,"Nicks, Matthew","7-Jul-2002","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Taylor","Walker",11713,"13","Adelaide",6,4,3,9,1,1,0,5,0,0,0,3,0,2,NA,5,6,1,3,1,0,0,88,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Taylor Walker","Adelaide","https://afltables.com/afl/stats/players/T/Taylor_Walker.html",35.9390828199863,304,"Nicks, Matthew","25-Apr-1990","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Josh","Worrell",12912,"24","Adelaide",16,7,7,23,0,0,0,1,8,3,1,1,1,1,NA,7,11,1,0,9,0,0,92,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Josh Worrell","Adelaide","https://afltables.com/afl/stats/players/J/Josh_Worrell.html",24.9774127310062,59,"Nicks, Matthew","11-Apr-2001","Home"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Jye","Amiss",12983,"24","Fremantle",6,5,4,10,4,1,0,0,0,0,0,1,1,1,NA,7,4,2,4,0,0,0,91,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Jye Amiss","Fremantle","https://afltables.com/afl/stats/players/J/Jye_Amiss.html",22.6735112936345,75,"Longmuir, Justin","31-Jul-2003","Away"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Shai","Bolton",12535,"10","Fremantle",13,1,8,21,1,1,0,1,0,5,2,2,0,1,NA,7,14,1,0,0,2,1,85,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Shai Bolton","Fremantle","https://afltables.com/afl/stats/players/S/Shai_Bolton.html",27.3175906913073,162,"Longmuir, Justin","8-Dec-1998","Away"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Andrew","Brayshaw",12589,"8","Fremantle",11,0,14,25,1,0,0,10,1,7,7,3,2,2,NA,11,14,0,0,2,0,0,80,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Andrew Brayshaw","Fremantle","https://afltables.com/afl/stats/players/A/Andrew_Brayshaw.html",26.3997262149213,174,"Longmuir, Justin","8-Nov-1999","Away"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Heath","Chapman",12875,"5","Fremantle",10,8,6,16,0,0,0,1,2,1,0,0,0,0,NA,5,11,0,0,6,0,1,87,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Heath Chapman","Fremantle","https://afltables.com/afl/stats/players/H/Heath_Chapman.html",24.1697467488022,69,"Longmuir, Justin","31-Jan-2002","Away"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Jordan","Clark",12688,"6","Fremantle",13,4,5,18,0,0,0,2,6,2,0,3,0,0,NA,3,10,0,0,1,0,0,79,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Jordan Clark","Fremantle","https://afltables.com/afl/stats/players/J/Jordan_Clark.html",25.4626967830253,130,"Longmuir, Justin","16-Oct-2000","Away"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Brennan","Cox",12544,"36","Fremantle",8,4,3,11,0,0,0,4,3,0,0,3,2,1,NA,4,5,2,0,10,0,0,71,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Brennan Cox","Fremantle","https://afltables.com/afl/stats/players/B/Brennan_Cox.html",27.6379192334018,137,"Longmuir, Justin","13-Aug-1998","Away"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Sean","Darcy",12547,"4","Fremantle",5,2,2,7,0,0,22,1,0,3,1,3,1,2,NA,3,4,0,0,3,0,0,43,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Sean Darcy","Fremantle","https://afltables.com/afl/stats/players/S/Sean_Darcy.html",27.807665982204,131,"Longmuir, Justin","12-Jun-1998","Away"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Isaiah","Dudley",13204,"43","Fremantle",6,1,6,12,1,1,0,2,0,1,0,4,1,3,NA,4,9,0,1,0,0,2,78,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Isaiah Dudley","Fremantle","https://afltables.com/afl/stats/players/I/Isaiah_Dudley.html",22.9253935660507,20,"Longmuir, Justin","30-Apr-2003","Away"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Neil","Erasmus",12966,"28","Fremantle",9,1,12,21,0,0,0,3,4,5,2,2,1,0,NA,8,13,0,0,1,1,1,75,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Neil Erasmus","Fremantle","https://afltables.com/afl/stats/players/N/Neil_Erasmus.html",22.3340177960301,43,"Longmuir, Justin","2-Dec-2003","Away"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Luke","Jackson",12779,"9","Fremantle",6,1,14,20,0,1,26,7,2,2,7,4,2,3,NA,14,7,0,0,1,0,1,75,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Luke Jackson","Fremantle","https://afltables.com/afl/stats/players/L/Luke_Jackson.html",24.5092402464066,123,"Longmuir, Justin","29-Sep-2001","Away"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Matthew","Johnson",13047,"44","Fremantle",11,3,9,20,0,0,0,3,0,3,2,4,0,0,NA,6,13,0,0,1,1,0,61,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Matthew Johnson","Fremantle","https://afltables.com/afl/stats/players/M/Matthew_Johnson.html",23.0492813141684,59,"Longmuir, Justin","16-Mar-2003","Away"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Judd","McVee",13033,"17","Fremantle",14,3,9,23,0,0,0,0,4,2,3,3,0,0,NA,9,11,1,0,0,0,0,81,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Judd McVee","Fremantle","https://afltables.com/afl/stats/players/J/Judd_McVee.html",22.6543463381246,69,"Longmuir, Justin","7-Aug-2003","Away"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Jaeger","OMeara",12141,"2","Fremantle",4,2,7,11,0,1,0,2,0,3,1,1,0,1,NA,3,8,0,1,0,0,1,74,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Jaeger OMeara","Fremantle","https://afltables.com/afl/stats/players/J/Jaeger_OMeara.html",32.1067761806982,202,"Longmuir, Justin","23-Feb-1994","Away"
2026,"5",2026-04-03,1845,"Adelaide Oval",48627,"Alex","Pearce",12352,"25","Fremantle",5,6,4,9,0,0,0,2,0,1,0,2,0,1,NA,5,5,2,0,9,0,0,86,NA,"Nick Brown"," Jamie Broadbent"," Simon Meredith"," Martin Rodger","Adelaide",3,3,4,5,9,5,11,10,NA,NA,76,"Fremantle",4,3,8,6,9,9,11,12,NA,NA,78,21,29,59,76,NA,27,54,63,78,NA,"Alex Pearce","Fremantle","https://afltables.com/afl/stats/players/A/Alex_Pearce.html",30.8158795345654,142,"Longmuir, Justin","9-Jun-1995","Away"
